0.019188301,1.306419511,3.254051809,0.019188301,0,0,0,0,0,0.038015332,0.019188301,0.038015332,0.127174403,0,0,0,0,0,1.488201719,0,0.019188301,0,0,0,2.249777785,0.019188301,4.202752974,1.82640126,0,0,0,3.272582983,2.275982797,0,0,2.313087973,0,0,2.667680667,0.019188301,0,0,6.841023263,0.056494446,0.019188301,1.269005336,0,0.092458752,0,0,0,0,0,0.313421459,0.056494446,0,0,0,0,1.895681726,2.763770919,0,2.543255389,0.715971358,0.65748467,0,2.439013908,0.056494446,3.280629157,0,2.547813859,0,0.019188301,0,0,0,0,4.386926214,0.056494446,0.573768407,0,0,0.626906449,0.65748467,0,0.127174403,0,0.857029166,0.897319287,0.056494446,2.792667124,0.127174403,0,0.127174403,0.255110086,0.019188301,0,0,1.09061543,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.022542641,5.792043009,3.28273199,0.205375803,0,0,0,0,0,0.022542641,0,0,0.683269444,0,0,0,0,0,1.486093743,0,0.022542641,0,0,0,1.912214108,0,3.796509203,1.989957783,0,0,0,3.61089256,0.022542641,0,0,2.367119791,0,0,3.179162899,0.022542641,0,0,8.85939128,0,0,2.085023633,0,0.044588293,0,0,0,0,0,0.465471371,0.0661584,0,0.022542641,0,0,2.588610956,1.874455933,0,2.497208823,0.979941793,0.42158046,0,2.107442185,0.294145904,4.005440469,0,5.397987737,0,0,0,0.044588293,0,0.022542641,4.269286382,0.044588293,0,0,0,0.294145904,0.599249193,0,0.241834778,0,2.280081649,0.534595679,0.128210151,2.64521141,0,0,0.42158046,1.422195422,0,0,0,0.671690182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.024151105,2.893848101,0.024151105,0,0,0.115313788,0,0,0.257228991,0,0,1.686420961,0,0,0,0,0,2.338191117,0,0.047732662,0,0,0,1.400108033,0.070770916,2.180064696,1.606343542,0,0,0.047732662,2.927122044,0.115313788,0,0,1.344334256,0,0,2.685450986,0,0,0,10.15466819,0,0,0.178615395,0,0,0,0,0,0,0,0.136862637,0,0,0,0,0,0.96064322,0.841582553,0,2.748435146,0.86243663,0.347530002,0.024151105,1.668147935,0.070770916,3.843485044,0,3.149241915,0,0,0,0,0,0.024151105,3.291656505,0.024151105,0.024151105,0,0,0.070770916,1.611235729,0,0.330110382,0,0.882864683,0.115313788,0.535854591,2.16895063,0.024151105,0,0,1.041471351,0,0,0,0.136862637,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.018057775,0,3.899891848,0.035795242,0,0,0.018057775,0,0,0.120049456,0.504395923,0.018057775,0.018057775,0,0.053223566,0,0,0,2.162126965,0,0.018057775,0,0.120049456,0,2.486920477,0.120049456,2.230996903,1.643412714,0,0.018057775,0,3.924306596,0.035795242,0.018057775,0,2.058368021,0,0,2.479314482,0.053223566,0,0,0.8222113,0,0,2.706457081,0,0.212594851,0,0,0.018057775,0,0,0.781349037,0.018057775,0.018057775,0,0,0,2.427609562,3.311995785,0,2.756296593,0.482142944,0.598826114,0,1.050340326,0.212594851,4.815840349,0,3.166427642,0,0,0,0.018057775,0.053223566,0.053223566,5.071430103,0.120049456,0,0.018057775,0,0.6380933,1.360275419,0,0.578598747,0,2.284355155,0.324007621,0.103756962,3.615019097,0.167392353,0,0.053223566,0.212594851,0,0,0,0.035795242,0.018057775,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3.073963663,3.741956762,0.116993618,0,0.024519379,0.071825054,0,0,0.048451919,0.116993618,0,0.435731703,0.116993618,0.116993618,0,0.024519379,0,1.562977675,0,0,0,0,0,2.002046382,1.051410207,3.311852759,2.444494234,0,0.116993618,0,3.454919088,1.181372243,0,0,2.356755398,0,0,2.801199691,0.024519379,0,0,7.837762826,0.048451919,0.024519379,1.865774705,0,0.048451919,0,0,0.024519379,0.024519379,0,0.352051441,0.260724008,0.024519379,0.024519379,0,0,2.070080853,2.672671076,0,2.590524001,0.435731703,1.126579502,0.024519379,2.185325113,0.024519379,4.241470129,0,2.630654422,0,0,0,0,0.048451919,0.024519379,4.444100643,0.048451919,0.071825054,0,0,0.901998938,1.536630703,0,0.542237709,0,1.978299235,1.464691515,0.260724008,3.769812324,0.024519379,0,0.16020985,0.352051441,0,0.024519379,0,0.76166189,0.435731703,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,3.929467324,0.0444395,0,0,0.073005274,0,0,0.015033668,0,0,0.537615767,0,0.0444395,0,0,0,1.840793208,0,0.029844668,0,0,0,1.871563511,0.029844668,3.947464466,2.603550197,0,0.015033668,0,3.254907347,2.054266245,0,0,2.333652838,0,0,2.252633006,0.0444395,0,0,7.640023335,0.0444395,0,2.758978282,0,0.114379861,0,0,0,0,0,0.840622798,0.1797467,0,0,0,0,2.088619548,2.872270778,0,2.215322424,0.167010695,0.866427582,0,0.934137992,0.029844668,3.268836615,0,1.690648185,0,0.015033668,0,0,0.086987875,0.015033668,4.490907836,0.0444395,0,0,0,0.298908742,1.788996092,0,0.141041489,0,1.6000803,0.555157211,0.167010695,4.004849971,0.029844668,0.015033668,0.029844668,0.264626965,0,0,0,0.780005782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.02650423,0.35749083,3.063976225,0.077494022,0,0,0,0,0,6.941535672,0,0,0.237902823,0.172279754,0.052324086,0,0,0,1.274922686,0,0,0,0,0,2.209514796,0,3.099706102,2.185649595,0,0,0,2.94842218,2.22704721,0,0,2.120150971,0,0,2.050059709,0.02650423,0,0,8.402098902,0,0.299483424,2.615734231,0,0.077494022,0,0,0,0,0,0.172279754,0.172279754,0,0.02650423,0,0,1.817565197,1.70697167,0,2.623558506,0.412317066,1.076304834,0.02650423,3.030819735,0.299483424,3.662998607,0,3.637172385,0,0,0,0,0.12600951,0,4.001686791,0,0,0,0,0.575994712,1.817565197,0,0.12600951,0,1.843402863,1.304503633,0.804462763,3.170936997,0.052324086,0,0.02650423,2.11043373,0,0,0,0.828207814,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1.014632745,3.120401359,0.036349189,0,0,0.054040024,0,0,0.893512487,0.018339743,0,0.20057674,0,0,0,0,0,1.104420549,0,0,0,0,0,1.971576378,0,3.491506987,1.857018547,0,0.054040024,0,2.844637877,2.724703497,0,0,1.465939503,0,0,2.10187213,0,0,0,9.436064518,0.018339743,0,0.781420277,0,0.088509605,0,0,0,0,0,0.862747437,0,0,0,0,0,1.601590234,2.266302713,0,2.65562636,0.328359371,0.429676,0,2.22516302,0.088509605,3.632687347,0,3.759402463,0,0,0,0.036349189,0,0.036349189,4.1293104,0,0.018339743,0,0,0.354667015,0.729247195,0,0.121830519,0,1.43115761,0.367565773,0.105308841,2.970873303,0.054040024,0,0.054040024,1.007899978,0,0,0,0.692888781,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,5.451952795,3.108303344,0.153373207,0,0,0.016440114,0,0,0,0,0.032614317,0.298693177,0,0,0,0,0,0.739083652,0,0,0,0,0,1.955409859,0,3.765898082,1.71232353,0,0,0.016440114,3.743000717,1.106008737,0,0,2.557348676,0,0,2.746429354,0.032614317,0,0,8.337124124,0.016440114,0.032614317,2.214342823,0,0.048531074,0,0,0,0,0,0.793014129,0,0.016440114,0.016440114,0,0,2.29600975,2.143061971,0,2.628025092,0.76255373,0.334916687,0,3.715539891,0.048531074,3.653964787,0,3.780750812,0,0,0,0,0.109779517,0,4.138295418,0.032614317,0.167492113,0,0,0.446980552,1.08382605,0,0.334916687,0,2.089138206,1.190123613,1.709327975,3.160953603,0.109779517,0,0.079624144,2.62682724,0,0,0,0.958534444,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.037403689,0.190303004,2.440676339,0.091010063,0,0,0,0,0,0,0,0.05559365,0.190303004,0,0,0,0,0,1.718012695,0,0.018876714,0,0.018876714,0,2.171889703,0,2.950853166,2.019719388,0,0,0,3.477114207,0.018876714,0,0,1.609790082,0,0,2.324650517,0.05559365,0,0,5.415013664,0,0,2.11376979,0,0.05559365,0,0,0,0,0,0.566585852,0.037403689,0,0.018876714,0,0,3.382714834,1.448935053,0,2.626456247,0.963082889,0.464196909,0,4.359460605,0.363453605,3.796454399,0,3.13176581,0,0,0,0,0.037403689,0.018876714,3.461089905,0.12521494,0.05559365,0,0,0.58798233,0.933555414,0,0.363453605,0,1.893198952,0.933555414,0.05559365,2.585661642,0.05559365,0.018876714,0.05559365,0.251412265,0,0,0,0.464196909,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
